229.97537 ,948.04352 ,774.30282 ,0.00000 ,0.00000 ,16.58360 ,6.19671 ,2.41954 ,196.84822 ,0.00000 ,439.54737 ,136.16994 ,322.55454 ,150.75000 ,0.00000 ,76.55048 ,135.17032 ,0.00000 ,0.00000 ,30.62404 ,8.39242 ,348.11647 ,0.00000 ,599.78475 ,124.32890 ,766.50508 ,194.63047 ,252.20910 ,14.43554 ,40.48981 ,8.24982 ,42.94458 ,167.88377 ,52483.45924 ,592.50421 ,1272.51282 ,442.08501 ,32869.53624 ,8417.40280 ,4169.34030 ,6200.10758 ,6.57071 ,2750.60006 ,3091.34014 ,679.31440 ,10296.35387 ,464.58924 ,35.10737 ,1987.31761 ,1768.28614 ,1038.54198 ,52.72882 ,0.08417 ,371.93781 ,493.63447 ,1605.30754 ,643.76834 ,900.87347 ,198.62830 ,3808.88191 ,109.60866 ,4136.15336 ,837.85602 ,1388.19133 ,0.00000 ,0.00000 ,423.21413 ,170.53939 ,128.18097 ,0.00000 ,125.14376 ,14.87284 ,28.83471 ,7500.49431 
230.46769 ,948.84861 ,728.87219 ,0.00000 ,0.00000 ,88.59744 ,5.78712 ,2.50742 ,195.29278 ,0.00000 ,582.31338 ,136.12669 ,317.09717 ,153.04333 ,0.00000 ,76.47083 ,134.66796 ,0.00000 ,0.00000 ,99.53119 ,9.21510 ,385.55260 ,0.00000 ,1333.83891 ,124.64590 ,809.27459 ,202.27847 ,259.38706 ,9.24564 ,43.75976 ,8.14000 ,42.90747 ,177.27219 ,51780.85368 ,597.76890 ,1297.43610 ,450.17058 ,33604.74544 ,8484.04587 ,4223.39994 ,6472.40754 ,6.59739 ,2639.20092 ,2589.05855 ,683.75515 ,10562.60216 ,456.31651 ,34.96502 ,2039.53733 ,1785.65945 ,1026.43379 ,52.73500 ,0.05860 ,378.22828 ,475.55741 ,1605.83215 ,640.16447 ,907.01860 ,185.13706 ,3850.58769 ,110.32714 ,3878.33455 ,811.15254 ,1384.11687 ,0.00000 ,0.00000 ,428.06770 ,175.95191 ,128.25582 ,0.00000 ,131.61408 ,16.76087 ,26.50474 ,7412.49086 
230.91769 ,949.76960 ,687.61757 ,0.00000 ,0.00000 ,154.10111 ,5.51154 ,2.59829 ,194.29457 ,0.00000 ,707.44047 ,136.13568 ,312.94775 ,155.00849 ,0.00000 ,76.40266 ,134.27528 ,0.00000 ,0.00000 ,163.28575 ,9.87798 ,419.47546 ,0.00000 ,2004.03083 ,124.82629 ,845.68647 ,208.81805 ,265.28812 ,6.20706 ,46.28541 ,8.03787 ,42.86622 ,185.64726 ,51147.46152 ,601.85801 ,1322.22809 ,457.56167 ,34229.53674 ,8530.31883 ,4275.19051 ,6682.39243 ,6.61780 ,2556.25350 ,2196.15611 ,688.40836 ,10748.32716 ,448.97867 ,34.89322 ,2085.88731 ,1801.09696 ,1015.44994 ,52.73929 ,0.03932 ,383.52818 ,458.79368 ,1605.97242 ,637.12377 ,912.02328 ,174.01123 ,3888.34064 ,110.99262 ,3648.50680 ,786.99499 ,1380.72533 ,0.00000 ,0.00000 ,432.13306 ,180.59095 ,128.10988 ,0.00000 ,137.83353 ,18.03290 ,24.60995 ,7337.02444 
231.29948 ,950.75738 ,652.14626 ,0.00000 ,0.00000 ,208.72827 ,5.37110 ,2.69116 ,194.16550 ,0.00000 ,802.34334 ,136.19982 ,310.58594 ,156.67537 ,0.00000 ,76.34741 ,134.01478 ,0.00000 ,0.00000 ,217.12917 ,10.38088 ,448.25902 ,0.00000 ,2621.99434 ,124.85092 ,872.81333 ,213.84437 ,269.52621 ,5.26008 ,48.07813 ,7.94082 ,42.82219 ,192.33213 ,50614.55885 ,604.71844 ,1346.94440 ,463.83208 ,34730.01815 ,8559.42962 ,4325.53435 ,6825.33651 ,6.63075 ,2502.62360 ,1923.03503 ,693.19455 ,10861.56634 ,442.31413 ,34.87110 ,2122.87653 ,1813.85155 ,1006.61158 ,52.74222 ,0.02599 ,387.43271 ,443.27633 ,1605.84196 ,634.99756 ,915.98809 ,165.51189 ,3921.29996 ,111.62152 ,3464.67870 ,766.86021 ,1378.12876 ,0.00000 ,0.00000 ,435.51551 ,184.17413 ,127.76926 ,0.00000 ,143.89503 ,18.70750 ,23.15373 ,7275.18955 
231.58714 ,951.76286 ,624.06559 ,0.00000 ,0.00000 ,248.11259 ,5.36693 ,2.78507 ,195.21749 ,0.00000 ,854.43668 ,136.32199 ,310.49139 ,158.07384 ,0.00000 ,76.30653 ,133.90898 ,0.00000 ,0.00000 ,256.30291 ,10.72362 ,470.27725 ,0.00000 ,3199.36326 ,124.70066 ,887.72782 ,216.95255 ,271.71525 ,6.34500 ,49.14925 ,7.84628 ,42.77671 ,196.64998 ,50213.42177 ,606.29710 ,1371.64061 ,468.55563 ,35092.29771 ,8574.58618 ,4375.25380 ,6896.51402 ,6.63504 ,2479.17700 ,1780.09748 ,698.03422 ,10910.35717 ,436.06128 ,34.87781 ,2147.01395 ,1823.17607 ,1000.93990 ,52.74433 ,0.01828 ,389.53708 ,428.93844 ,1605.55435 ,634.13713 ,919.01362 ,159.90012 ,3948.62489 ,112.23027 ,3344.85885 ,752.22508 ,1376.43923 ,0.00000 ,0.00000 ,438.32038 ,186.41911 ,127.26006 ,0.00000 ,149.89149 ,18.80322 ,22.13947 ,7228.08071 
231.75479 ,952.73694 ,604.98287 ,0.00000 ,0.00000 ,267.88775 ,5.50015 ,2.87901 ,197.76246 ,0.00000 ,851.13519 ,136.50507 ,313.14377 ,159.23380 ,0.00000 ,76.28145 ,133.98040 ,0.00000 ,0.00000 ,276.04842 ,10.90602 ,483.90411 ,0.00000 ,3747.77143 ,124.35637 ,887.50254 ,217.73775 ,271.46916 ,9.40210 ,49.51013 ,7.75166 ,42.73112 ,197.92399 ,49975.32637 ,606.54089 ,1396.37232 ,471.30612 ,35302.48344 ,8578.99645 ,4425.17123 ,6891.19919 ,6.62946 ,2486.77950 ,1777.74568 ,702.84788 ,10902.73714 ,429.95854 ,34.89245 ,2154.80855 ,1828.32340 ,999.45606 ,52.74615 ,0.01583 ,389.43650 ,415.71308 ,1605.22321 ,634.89378 ,921.20046 ,157.43702 ,3969.47462 ,112.83527 ,3307.05582 ,744.56644 ,1375.76878 ,0.00000 ,0.00000 ,440.65299 ,187.04349 ,126.60840 ,0.00000 ,155.91583 ,18.33863 ,21.57057 ,7196.79243 
231.83384 ,953.75535 ,592.04442 ,0.00000 ,0.00000 ,273.34986 ,5.91992 ,2.97557 ,201.45047 ,0.00000 ,808.76344 ,136.78506 ,318.34010 ,160.11362 ,0.00000 ,76.27600 ,134.18320 ,0.00000 ,0.00000 ,283.66629 ,10.78595 ,491.66823 ,0.00000 ,4289.61916 ,123.76707 ,876.54753 ,216.20678 ,268.64166 ,17.08765 ,48.55777 ,7.65706 ,42.67615 ,197.18193 ,49856.28513 ,604.52348 ,1421.02610 ,472.75946 ,35293.42768 ,8549.11861 ,4476.32035 ,6766.39502 ,6.61175 ,2549.43593 ,1998.66229 ,708.47225 ,10751.82027 ,424.32183 ,34.99789 ,2150.49488 ,1830.46592 ,1000.61142 ,52.74634 ,0.02424 ,387.28534 ,403.29606 ,1604.36716 ,636.86506 ,921.13445 ,159.53708 ,3985.74688 ,113.42555 ,3330.60505 ,741.58205 ,1376.39764 ,0.00000 ,0.00000 ,442.20012 ,186.14548 ,125.55326 ,0.00000 ,161.92670 ,16.78965 ,21.43135 ,7179.87927 
231.88617 ,954.93626 ,581.36105 ,0.00000 ,0.00000 ,274.92891 ,6.63182 ,3.07716 ,205.53802 ,0.00000 ,757.44266 ,137.15722 ,324.95546 ,160.64162 ,0.00000 ,76.28706 ,134.46259 ,0.00000 ,0.00000 ,290.60752 ,10.35602 ,497.48436 ,0.00000 ,4799.12547 ,122.97439 ,861.90281 ,213.30009 ,264.12116 ,29.68649 ,46.23265 ,7.56850 ,42.60817 ,196.05197 ,49781.25480 ,600.31719 ,1445.46663 ,473.94248 ,35093.69254 ,8476.20842 ,4526.84856 ,6530.70866 ,6.58455 ,2666.45683 ,2423.24329 ,715.13795 ,10434.16257 ,419.77595 ,35.24716 ,2142.41209 ,1831.40302 ,1001.94962 ,52.74357 ,0.04462 ,384.03204 ,391.82605 ,1602.69594 ,639.21308 ,918.50421 ,165.67193 ,3999.49838 ,113.96238 ,3372.55370 ,739.71600 ,1378.08104 ,0.00000 ,0.00000 ,442.69997 ,184.38612 ,124.01964 ,0.00000 ,167.70605 ,14.08435 ,21.71309 ,7174.72026 
231.92676 ,956.28329 ,573.38954 ,0.00000 ,0.00000 ,275.15459 ,7.40412 ,3.18224 ,209.80076 ,0.00000 ,702.83799 ,137.55926 ,332.13034 ,160.80873 ,0.00000 ,76.30522 ,134.83396 ,0.00000 ,0.00000 ,297.28203 ,9.83486 ,501.44047 ,0.00000 ,5213.49538 ,122.10332 ,843.94514 ,209.99570 ,259.07488 ,43.26631 ,43.43281 ,7.49214 ,42.53814 ,194.60867 ,49741.40565 ,595.47381 ,1469.73230 ,474.85803 ,34840.28529 ,8388.57644 ,4573.16103 ,6261.69002 ,6.55430 ,2798.87461 ,2899.15154 ,721.75448 ,10063.53296 ,416.47456 ,35.56399 ,2132.58255 ,1831.15890 ,1003.35499 ,52.73862 ,0.06920 ,380.42790 ,381.93348 ,1600.67122 ,641.69804 ,915.23525 ,173.03246 ,4009.86846 ,114.42254 ,3420.65842 ,738.89699 ,1380.11517 ,0.00000 ,0.00000 ,442.37628 ,182.30409 ,122.34454 ,0.00000 ,173.09052 ,10.98200 ,22.43155 ,7180.86221 
231.97059 ,957.80001 ,568.58777 ,0.00000 ,0.00000 ,276.55450 ,8.00504 ,3.28926 ,214.01450 ,0.00000 ,650.60818 ,137.92885 ,339.00538 ,160.60591 ,0.00000 ,76.32105 ,135.31273 ,0.00000 ,0.00000 ,304.09696 ,9.44116 ,503.62354 ,0.00000 ,5469.92831 ,121.27888 ,823.04962 ,207.27157 ,254.67003 ,53.89399 ,41.05647 ,7.43411 ,42.47705 ,192.92625 ,49727.92487 ,591.54544 ,1493.86156 ,475.50871 ,34670.23229 ,8314.54080 ,4611.66267 ,6036.90170 ,6.52741 ,2907.71438 ,3274.02566 ,727.23105 ,9753.72792 ,414.57124 ,35.87212 ,2123.02695 ,1829.75733 ,1004.71246 ,52.73225 ,0.09024 ,377.22414 ,374.24886 ,1598.75481 ,644.08024 ,913.25354 ,178.80915 ,4015.99576 ,114.78278 ,3462.68421 ,739.05462 ,1381.79616 ,0.00000 ,0.00000 ,441.45291 ,180.43802 ,120.86501 ,0.00000 ,177.91677 ,8.24205 ,23.60251 ,7197.85249 
